product_name,Vertical,product_url,City,Price (USD),product_description,product_number_of_review,product_Number_of_bookings,,,
【山城品茗推薦】台灣九份老街阿妹茶樓餐券,F&B,https://www.kkday.com/zh-tw/product/17726,新北市,12.84,提前預訂九份老街阿妹茶樓餐券，享有 KKday 獨家推出的優惠票價，前往日本知名動畫《神隱少女》創作靈感之一的場景——阿妹茶樓，欣賞彌漫著濃厚日式氣氛的裝潢風格，與古色古香的陳設，是九份老街最有代表性的建築物之一，你可靜下心沖泡一壺台茶，享用季節限定的茶點，倚靠在木桌上飽覽依山傍水的九份山城和基隆嶼，輕鬆度過寧靜悠閑的時光。,-49,262 個已訂購,,,
【五星級飯店美食推薦】台北大倉久和大飯店-歐風館自助下午茶實體餐券 (限寄送台灣地區，需電話預約),F&B,https://www.kkday.com/zh-tw/product/23528,台北,20.25,台北大倉久和大飯店-歐風館自助餐廳提供薈萃世界各國的精緻佳餚通通一次遍嚐，承襲自東京大倉「親切」與「和」的細膩款待貴客之道，近捷運中山站，位於南京中山商圈，購物休閒一次滿足。,-5,,,,
【熱門景點包車一日遊】石門水庫、天空之城、東海大學、草悟道（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25214,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【下班好提案】金澤日式創意料理居酒亭 - 特饌御宴套餐券,F&B,https://www.kkday.com/zh-tw/product/23735,台北,37.34,金澤日式創意料理居酒亭位於捷運中山國中站旁，店面散發濃濃日本味，大紅燈籠、地酒旗幟在沉重的下班氛圍中，格外顯眼。對於踏著疲憊步伐的上班族來說，總是下班最好的提案！一口串燒、一口啤酒，拋開煩人的工作壓力！,,,,,
【台灣美食美景】薰衣草森林・新竹尖石店,F&B,https://www.kkday.com/zh-tw/product/23908,新竹,9.66,薰衣草森林持續努力實踐一種美好生活的態度，將一切回歸自然永續的森林，除了美景之外，還能享用美食，無論是午餐或是美好的下午茶套餐任君挑選！,,,,,
【高雄熱門景點】佛光山、草衙道、六合夜市拼車一日遊（保證有位、1人成行）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/23188,高雄,28.97,在 KKday 預訂高雄拼車一日遊行程，不用擔心人數不夠無法成行，一次帶你走遍氣派的佛光山、適合拍照打卡的棧貳庫KW2、複合式商場的草衙道、觀光六合夜市等知名景點，快邀請三五好友一同來參加這經濟又實惠行程吧！,,,,,
【澎湖水上運動】小門嶼獨木舟環島體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/22968,澎湖,51.5,在小門嶼划獨木舟觀賞澎湖地質最豐富的區域，有著壯闊海蝕崖、海蝕柱等景觀，尤其以島上最著名的景點「鯨魚洞」，因外型近似鯨魚頭露出水面而得名，來到澎湖可別錯過這可在海上伴隨著夕陽與美景的戶外運動。,-6,,,,
【五星級飯店美食推薦】天賜良緣大飯店-天賜百匯吃到飽餐券（需電話預約）,F&B,https://www.kkday.com/zh-tw/product/23867,台北,26.52,天賜良緣自助餐不拘限美味的思考，並以四季分明的當令鮮食，精湛多元的料理手法，呈現最原始的鮮甜滋味！採後現代的輕工業設計風格，整體用線條營造出流暢簡潔的空間感，打造低調奢華且百味匯集的舒適用餐氛圍。,,,,,
【台北故宮尋寶】陽明山賞花溫泉泡腳體驗半日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/3500,台北,93.35,專屬司機帶你玩台北，遊故宮看國寶，親眼欣賞中國五千年的文化瑰寶，來到台北市郊的陽明山，悠閒賞花享受溫泉泡腳，更提供外語服務，讓你輕鬆舒適地探索台北。,-9,,,,
【台灣拉拉熊咖啡廳】Rilakkuma Café,F&B,https://www.kkday.com/zh-tw/product/23222,台北,26.58,Rilakkuma Café供應拉拉熊造型主餐、夢幻造型甜點及飲品，極具心思及創意，拉拉熊粉絲一定要來感受這滿滿的幸福滋味！,-1,,,,
【綠島超值三日遊】機車環島・夜遊觀星尋梅花鹿,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24096,綠島,6.44,參加KKday綠島超值三日行程，在綠島就可以騎乘我們為您準備的機車，在島上四處遊玩，而晚上還有當地專人帶領前往夜訪梅花鹿與螢火蟲、發現當地特有的竹節蟲與水沅花、夜間觀星與發現流星共祈福。,,,,,
【重機旅行】台北重型機車奔馳之旅,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/5984,"台北, 多個城市",74,透過合格及經驗豐富的車手，騎乘重型機車載您去旅行，除了可避開壅塞的車潮，同時讓您享受馳乘快感以及欣賞沿路美景。這絕對是台北最值得體驗的戶外活動之一也是您一輩子最特殊的回憶。,-4,,,,
【體力與智慧的考驗】墾丁漆彈生存戰120發,Activities & Experiences,https://www.kkday.com/zh-tw/product/3512,墾丁,15.3,玩墾丁來點不一樣的吧，時下最夯的戶外休閒活動，在高度安全的環境下享受刺激的槍戰，快來體驗槍林彈雨生存遊戲！,-1,,,,
【高CP值】萬華凱達大飯店家宴中餐廳／百宴自助餐廳餐券,F&B,https://www.kkday.com/zh-tw/product/23787,台北,23.5,中餐廳「家宴」提供粵滬風格中式美食，附設的包廂空間是家庭聚餐與宴客的理想選擇。百宴自助餐廳有著大片落地窗環繞著寬敞的用餐空間，餐台上擺滿著各式異國風味料理，在這舒適新穎的氛圍下，品味優雅時尚的用餐時光。,,,,,
【夏戀綠島二日遊】機車環島・海天一色・哈巴狗與睡美人,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24063,綠島,6.44,參加KKday綠島兩日行程，幫你處理台北到綠島的火車及船票，省去購票的麻煩，到了綠島就可以騎乘我們為您準備的機車，在島上四處遊玩，而晚上還有當地專人帶領前往夜訪梅花鹿與螢火蟲、發現當地特有的竹節蟲與水沅花、夜間觀星與發現流星共祈福。,,,,,
【台北中山區特色牛肉麵】洪師父牛肉麵套餐,F&B,https://www.kkday.com/zh-tw/product/19924,台北,7.72,洪師父牛肉麵多次獲得台北國際牛肉麵節冠軍牛肉麵，堅持選用最優質的牛肉，清湯絶無味精，以藥材烹調湯底，每一口都是道地的台灣味，紅燒、清燉、麻辣等多種口味，絕對是台灣必吃美食！,-9,,,,
【台東三日遊】多良車站、太麻里金針花、知本溫泉、伯朗大道,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24006,台東,263.93,台東三日遊，帶您走訪台灣東岸不能錯過的美景。台東太麻里，排灣族語「Ja.Bau.Li」意指太陽升起的地方。台東不能錯過的金黃花海金針山休閒農業區，五彩繽紛的植物，綠意昂然的生命力也讓你活力了起來！多良車站依傍著海灣，靜靜地坐在車站邊，看著火車與旅人往來。最後再帶你前往鹿野高台，飽覽花東縱谷的大自然之美。,,,,,
【澎湖夕陽配美食】帆船夕陽晚餐之旅,F&B,https://www.kkday.com/zh-tw/product/23073,澎湖,64.37,在澎湖的夕陽下享受晚餐，乘著帆船緩緩駛出港口升帆，旅客可體驗協助升帆，若環境與海象皆穩定，還有機會可以嘗試轉動舵輪，享受擔任船長的英姿，在夕陽下品嚐美味PIZZA及當季海鮮等，結束一天完美的旅程。,-1,,,,
【旱鴨子也能玩衝浪】墾丁南灣趴板體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/3722,墾丁,18.11,誰說不會游泳就無法在海上帥氣地乘風破浪！不會游泳的人也可以在大海中與浪為舞，享受被海浪推著走的感覺，想要衝浪的冒險者，可以先嘗試容易上手的趴板衝浪哦!,,,,,
【新竹包車一日遊】新豐紅樹林、賞蟹步道、海之聲、香山豎琴橋（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24107,新竹,166.39,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,,,,,
【宜蘭在地體驗】逢春園渡假別墅・嵩屋能量放鬆時光＋經典晚餐,F&B,https://www.kkday.com/zh-tw/product/23433,宜蘭,87.32,5000坪的景觀別墅，逢春園位於台灣宜蘭，引進各式現代健康能量的療癒設備，提供舒壓、放鬆、冥想的綠色環境，此外還有逢春園經典晚餐，主廚堅持輕油、輕鹽，烹調出最簡單的美味，適合全家大小一同來享受,,,,,
【經典金門金城一日遊】翟山坑道＋水頭聚落＋莒光樓,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/19843,金門,41.84,前往金門探訪地標性建築莒光樓、擁有傳統閩南古厝及外來文化洋樓的水頭聚落，以及坑道內充滿特殊花崗岩的翟山坑道，除了古蹟的觀光還可體驗彩繪風獅爺DIY，創造屬於自己的風獅爺。透過KKDAY的一日遊，讓你省去行程規劃及交通的煩惱。,,,,,
【台灣美食美景】薰衣草森林・台中新社店,F&B,https://www.kkday.com/zh-tw/product/23473,台中,9.66,薰衣草森林持續努力實踐一種美好生活的態度，將一切回歸自然永續的森林，除了美景之外，還能享用美食，無論是午餐或是美好的下午茶套餐任君挑選！,-2,,,,
【飯店美食推薦】北投大地酒店-2F奇岩一號中餐廳 雙人川湘料理套餐券,F&B,https://www.kkday.com/zh-tw/product/23808,台北,37.34,北投大地酒店- 2F奇岩一號中餐廳，由近30年經歷的行政主廚李昭明掌舵，以精湛的手藝，於2016年荷蘭舉行的「中國烹飪世界大賽」中獲得金牌殊榮。透過 KKday 線上購買「北投大地酒店-2F奇岩一號中餐廳 雙人川湘料理套餐券」，您僅需以手機出示電子憑證、不需列印，即可以用優於現場的價格立即感受星級餐飲的魅力！,,,,,
【熱門景點包車一日遊】四草綠色隧道、台江國家公園、高雄市區夜市（台中出發、高雄結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/27632,"台南, 多個城市",214.58,從台中市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊南台灣！,,,,,
【飯店溫泉推薦】礁溪冠翔世紀溫泉會館-戶外風呂水療SPA券,Activities & Experiences,https://www.kkday.com/zh-tw/product/27541,宜蘭,8.01,58℃來自大自然最純淨的獻禮，迷人的溫度輕拂著，給身心最舒暢輕盈，給每一吋肌膚最貼心的柔軟。佔地400坪的廣大空間，提供多樣化的戶外溫泉SPA設備，各式溫泉水療設施、石板床、五行湯、氣泡床、SPA沖瀑區、蒸氣室、烤箱、兒童滑水道戲水區、溫泉魚足湯、男女裸湯，無論住宿泡湯，冠翔世紀的用心成就您每一次的放鬆。,,,,,
【國際級渡假酒店】三峽大板根森林遊園門票＋露天SPA（假日不加價）,Activities & Experiences,https://www.kkday.com/zh-tw/product/23900,新北市,12.84,想周圍環繞著低海拔的國寶級原始亞熱帶雨林嗎？現在不需要跋山涉水，你也能輕鬆享受。大板根園區面積約17公頃，以大型板根植物、巨型藤蔓為主，加上稀有鳥類生態豐富，是媲美國家級自然生態公園的渡假園區。整體建設完全依照植物原生環境建造而成，堅持與大自然共存，讓您享受溫泉與森林浴雙重SPA。,,,,,
【熱門景點包車一日遊】永康街、海天一線風景區、審計新村、秋紅谷（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25200,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【新竹內灣客家之旅】台北－新竹交通＋內灣一日周遊劵,Local Transfer,https://www.kkday.com/zh-tw/product/19760,台北,11.27,預訂 KKday 內灣旅遊套票，無需煩惱任何交通問題，輕鬆從台北前往內灣，漫步走在內灣老街，體驗古早客家民俗風情，還可以自由選擇出發時間，完全不用被制式行程限制，讓你深入探索，感受台灣濃濃客家味。,-4,,,,
【讓出國更便利】RIMOWA行李箱 / 嬰兒車租借,Travel Essential,https://www.kkday.com/zh-tw/product/23460,"台北, 多個城市",4.81,讓出國旅行更便利，不用擔心自己的行李太小裝不下，「飛租不可」提供給旅客價格合理且種類多樣的正版RIMOWA行李箱租借服務，讓你不僅可以拉著時尚的行李箱出國並且不再為了收拾行李跟出國購買的戰利品傷腦筋，另外還有提供YOYO嬰兒車租借，讓行李更簡便！,,,,,
【飯店住宿推薦】民宿大聯盟住宿券,Activities & Experiences,https://www.kkday.com/zh-tw/product/27537,"花蓮, 多個城市",64.34,民宿大聯盟住宿券集合了東部各家飯店，讓您輕鬆享用最划算的優惠，一張券即可享用多家飯店住宿，擇一使用。,,,,,
【熱門景點包車一日遊】東海大學、台南十鼓仁糖文創園區、高雄舊鐵橋濕地公園（台中出發、高雄結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/27629,"台中, 多個城市",214.58,從台中市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊南台灣！,,,,,
【特色金門金寧一日遊】慈湖＋古寧頭戰史館＋冉園古厝,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/19841,金門,45.06,跟著專業的導遊帶領你參觀充滿佔地遺跡的古寧頭戰史館，體會當時古寧頭戰役的場景，順道再去旁邊的慈湖欣賞金門最大的鹹水湖，還可以去冉園古厝享受下午茶，透過KKDAY的一日遊，讓你省去行程規劃及交通的煩惱。,,,,,
【台灣必買手信】樂腹沖泡奇亞籽泡泡奶茶伴手禮組 (台北/新北市飯店配送),Souvenir,https://www.kkday.com/zh-tw/product/21750,"台北, 多個城市",8.98,沒喝過珍珠奶茶，別說你來過台灣！嚴選台灣原葉茶葉研磨，並採用天然營養的奇亞籽取代珍珠，即沖即飲，讓你輕易地將美味的記憶，帶回世界各地與朋友分享。,,,,,
【美濃文化之旅】高雄美濃特色一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/3369,高雄,51.5,高雄美濃一日遊，全程搭乘舒適巴士，前往美濃民俗村參訪客家特色古蹟，欣賞油紙傘藝術，還能動手製作擂茶，再到台灣原住民文化園區欣賞傳統舞蹈表演和琉璃珠工藝，親身體驗各項客家及原住民特色活動，感受當地純樸文化！,-5,,,,
【夏戀小琉球二日遊】奇幻珊瑚島．環島．祕境夜遊．浪漫觀星,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/23685,琉球,154.5,台灣唯一的瑚礁島嶼，地圖上像孤懸台灣海峽中的鞋子，來這用海龜的步伐，漫步在小琉球，來蛤板灣海灘，望海亭放空去， 在花瓶岩潮間，細看高雄燈火，駐足厚石裙礁，鬼斧神工海岸， 旭日亭觀日出，落日亭紅夕陽，轉角遇白燈塔，簡單許個假期。,,,,,
【飯店住宿推薦】宜蘭礁溪日月光大飯店-雙人住宿券,Activities & Experiences,https://www.kkday.com/zh-tw/product/27310,宜蘭,96.53,HOTELj日月光大飯店位於礁溪最繁華地段，交通便利可通往各宜蘭景點，提供舒適如家的溫馨環境。緊鄰商店區、小吃街、遊客可以逛街購物，品嚐礁溪溫泉道地美食。「j」就是「家」，Hotelj以家的品牌形象為主要訴求，讓您享受回家的幸福小時光。飯店提供中西式自助式早餐，讓您在下榻休憩之餘享受道地的蘭陽風味。,,,,,
【基隆包車一日遊】仙洞巖、佛手洞、許梓桑古厝、大坪海岸、潮境公園（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24109,基隆,149.1,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,,,,,
【台北郊區一日遊】九份老街、金瓜石神社遺址、鼻頭國小、鼻頭角步道（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24130,"台北, 多個城市",150.17,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,,,,,
【宜蘭包車一日遊】林美石磐步道、渭水之丘、Herbelle湖畔園區、潭酵天地（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24101,宜蘭,152.78,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,,,,,
【烏來湯泉美食趣】烏來東風溫泉會館 - 雙人湯屋＋下午茶,F&B,https://www.kkday.com/zh-tw/product/24891,新北市,20.6,烏來其實是泰雅族話「Ulay」水熱注意的意思，烏來的溫泉也是遠近馳名，泉水是清澈透明的碳酸泉，呈現弱鹼性，有滋潤皮膚的功效。交給KKday，讓您一趟烏來的小旅行，滿足泡湯體驗、放鬆紓壓、登山觀景、大啖原住民部落美食。,,,,,
【北台灣熱門水上活動】宜蘭雙獅衝浪新手教學體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/22343,宜蘭,48.28,宜蘭外澳雙獅海灘是衝浪極佳的體驗場所，適合從來沒有衝過浪的人，或者有衝過但很少站起來的玩家，享受專業教練給您全套指導，讓你安心學習還可以訓練全身肌肉，邊衝浪邊眺望龜山島美景，未嘗試過的你不可錯過。,,,,,
【假日住宿不加價】新竹國賓飯店 - 標準雙人客房住宿券,Activities & Experiences,https://www.kkday.com/zh-tw/product/25102,新竹,160.9,新竹國賓大飯店座落於市中心繁華地段，秉持「以客為尊」為服務宗旨，並獲全球獨立酒店集團Worldhotels豪華系列飯店的認證。下榻於國賓大飯店，讓您體驗極致的便利性與舒適感，享受在地最棒的消費購物與餐飲美食；連結新竹科學園區和高鐵新竹站，僅需15分鐘的車程，絕佳地理位置讓您輕鬆漫遊風城。,,,,,
【五星級飯店美食推薦】台北老爺大酒店-3F明宮粵菜廳午晚餐套餐券,F&B,https://www.kkday.com/zh-tw/product/23548,台北,54.69,台北老爺大酒店-3F明宮粵菜廳充滿摩登東方的設計風格，香港主廚以精湛廚藝演繹粵菜精髓，呈獻經典粵式名菜及美味的港式點心，締造山珍海味玉饌之美！透過 KKday 線上購買「台北老爺大酒店-3F明宮粵菜廳午晚餐套餐券」，您僅需以手機出示電子憑證、不需列印，即可以用優於現場的價格立即感受五星級餐飲的魅力！,,,,,
【宜蘭民宿芯園】皇后親子城堡（兩大兩小專案）,Attraction & Shows,https://www.kkday.com/zh-tw/product/18427,宜蘭,283.25,前往宜蘭民宿芯園，享受千坪城堡莊園，變裝童話王子與公主漫步在玫瑰花園與文藝復興風格的圓頂涼亭中，擁抱童話故事城堡編織與孩子共同的美夢與永恆的回憶，體驗無敵夢幻的絕美住宿。,,,,,
【一泊一食假日不加價】老爺會館台北南西 - 商務客房住宿券,Activities & Experiences,https://www.kkday.com/zh-tw/product/24926,台北,96.53,簡約時尚，都會漫遊品味台北。老爺會館台北南西地處台北市南京西路的商業中心區，且附近百貨林立，可以同時滿足洽公與購物需求。酒店以日式灰色調空間設計，溫潤質樸的色調，讓您在台北市區內享受全然的靜謐與放鬆。,,,,,
【熱門景點包車一日遊】台中大里龍貓車站、劍湖山世界主題樂園、高雄市區夜市（台中出發、高雄結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/27634,"台中, 多個城市",214.58,從台中市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊南台灣！,,,,,
【熱門景點包車一日遊】淡水老街、薰衣草森林、台中歌劇院、草悟道 （台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25205,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【台東綠島三日遊】池上米鄉、伯朗大道、綠島環島浮潛BBQ,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24177,"台東, 多個城市",276.81,酷暑即將來臨，是否想要遠離本島的城市喧囂？不妨規劃一趟從台東出發的綠島旅遊吧！交給KKday，不管是潛水、小夜曲搭上BBQ、看梅花鹿、綠島環島，通通幫你整理好！此外台東一日遊，更帶你前往鹿野高台，飽覽縱谷風光。趁機給自己一個放鬆的假期，擁抱碧海藍天吧！,,,,,
【墾丁熱門打卡景點】龍磐公園、關山日落、鵝鑾鼻燈塔包車一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/22805,"高雄, 多個城市",101.38,從高雄市區或墾丁雙向出發，前往知名的風吹砂景點，從漁村變草原的水蛙窟，有著崩崖、滲穴、石灰岩洞、紅土等地形景觀的龍磐公園，還有鵝鸞鼻燈搭、帆船石、關山觀景臺等景點，無須煩惱交通問題，一次將墾丁熱門打卡景點收集完成！,-1,,,,
【溫泉飯店推薦】台中日光溫泉會館-戶外SPA大眾池券（需電話預約）,Activities & Experiences,https://www.kkday.com/zh-tw/product/24899,台中,12.84,日光溫泉會館SPA大眾泡湯池座落於大自然懷抱中的寬敞浴池，眼前所見盡是蔥翠美景，自然灑落的暖光，潺潺流動的水，可以輕鬆沐浴大眾浴池談天說地，亦或沉浸裸湯舒解身心，一家大小在水療SPA嬉戲，共享恬淡，給您一整天的怡人好心情。,,,,,
【台灣必買手信】好日好食台灣手工黑糖磚伴手禮組 (台北市/新北市飯店配送),Souvenir,https://www.kkday.com/zh-tw/product/21785,"台北, 多個城市",6.08,黑糖薑茶是台灣人的養生智慧，選用老薑、桂圓、紅棗等食材，經古法熬製，煉製成一顆顆黑糖磚，獨立包裝，一顆一杯，方便沖泡，是暖身伴手禮品最佳選擇！,,,,,
【品品學堂手作體驗】葉葉 手作革植擴香體驗活動,Activities & Experiences,https://www.kkday.com/zh-tw/product/24824,台北,45.26,【葉葉 YEYE】以台灣原生植物為構想，開發皮塑工藝擺飾。課程中將帶您創作自己的皮革植物，搭配專屬香氛，在室內享受自然的優雅香氣與景緻。,,,,,
【Running Man 來台指定餐廳】台北愛新覺羅餐廳雙人 / 三人海陸大餐,F&B,https://www.kkday.com/zh-tw/product/6271,台北,111.68,預訂台北愛新覺羅餐廳雙人 / 三人海陸大餐餐券，享用 2015 年韓國知名綜藝節目《Running Man》來台指定餐廳的美味餐點；愛新覺羅餐廳堅持「食物原味」、「鮮採嚴煮」等原則，承襲充滿特色的滿族用餐習俗，提供特色鍋、烤料理，並以時尚的手法呈現，帶給顧客耳目一新的感受，讓你盡情享受健康、新鮮且不添加化學調味料的美食饗宴！,-84,901 個已訂購,,,
【桃園包車一日遊】落羽松大道、三坑老街、三坑自然生態公園、大平紅橋（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24131,桃園,150.6,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,,,,,
【水陸通玩親子遊 】屏東海生館、香草農場包車一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/3845,"高雄, 多個城市",151.28,親子旅行第一首選，不安排緊湊行程，讓家長與小朋友能夠好好玩樂，快來一趟海洋生物＋香草對話之旅。,-1,,,,
【五星級飯店美食推薦】宜蘭力麗威斯汀度假酒店－知味西餐廳雙人午餐券（需電話預約）,Activities & Experiences,https://www.kkday.com/zh-tw/product/24623,宜蘭,53.27,「知味西餐廳」大面的落地窗自然呈現空間的明亮度，強調精緻餐飲元素，運用宜蘭在地食材，以 Eat Local Think Global的概念加上套餐的基礎來呈現精緻料理。品嘗方式以西式套餐的架構為基礎，讓您可享受精品buffet菜色。,,,,,
【天母棒球場美食推薦】EAT PLUS 玩食家美式早午餐餐券,Activities & Experiences,https://www.kkday.com/zh-tw/product/27320,台北,18.96,""" EAT PLUS 玩食家 "" 位於台北天母巷弄一角，由一個男孩多年在世界各地探索美食與文化，回到台灣運用不同的料裡方式，結合台灣當地的食材與留學的味覺記憶搓揉出一份新的台灣味。經典美式漢堡、軟嫩牛排、入味BBQ，事先購買餐卷大啖異國美式特餐，多元主附餐一次滿足，能吃又好拍，在舒適的環境、放鬆的音樂，度上一個悠閒時光。",,,,,
【飯店住宿推薦】花蓮統茂渡假莊園-雙人房住宿券,Activities & Experiences,https://www.kkday.com/zh-tw/product/24991,花蓮,96.53,坐落在全台評比第一名的幸福小鎮-花蓮吉安鄉，飯店結合了地方文化、美食，及四通八達串連的「環鄉自行車道」讓人更深入的體驗在地美麗的田野、人文，館內75間客房與附設的𨑨迌服務中心、中西餐廳、書報閱覽室、自行車…等各項貼心設施，更可讓人舒服放鬆的體驗花蓮慢活、慢遊、慢食等步調，另有館內提供的手作DIY工藝課程和輕鬆的園區晨間導覽，相信一定可以讓您從花蓮帶回一段美好的回憶！,,,,,
【五星酒店環島三日遊】台東知本老爺酒店、高雄漢來酒店,Activities & Experiences,https://www.kkday.com/zh-tw/product/27190,"高雄, 多個城市",408.77,紛紛的梅雨一過，夏季的你是否開始熱血起來，甚至想嘗試環島呢？今夏KKday推出各種天數的環島之旅，讓你從北台灣出發，逆時針繞寶島一圈！沿線眼見台灣之美、品嘗台灣之味、體驗台灣之情。最討人厭、最麻煩的交通路線安排，全部幫你一次規劃好！讓你今天下班，明天立刻出發。,,,,,
【盡覽台北陽明山夜景】台北 101 － 陽明山來回接送服務（保證有位）,Local Transfer,https://www.kkday.com/zh-tw/product/20666,台北,11.27,事先預訂台北陽明山來回接送服務，搭乘 KKday 專屬巴士從台北 101 出發，前往陽明山文化大學的情人坡，一覽無遺台北市頗負盛名的夜景，俯瞰台灣大都市的明媚風光，隨著仰德大道直上，沿路亦可欣賞燦爛星空與閃爍燈海相映的景緻，沈浸於萬家燈火的夢境當中，享受放鬆的度假時光。,-19,,,,
覺醒音樂祭十周年：土屋安娜 LIVE IN TAIPEI 專場 [VIP票＆預售一般票] (附贈獨家聯名防水手機套),Attraction & Shows,https://www.kkday.com/zh-tw/product/23443,台北,59.55,I need your love. I'm a broken rose~~~KKday加碼再售！覺醒音樂祭 Wake Up Festival系列演唱會：「惡女玫瑰」土屋安娜 Live in Taipei 「VIP票」＆「預售一般票」。亮點如下：首次樂團編制的台灣個唱 / 購買VIP票可與土屋安娜單獨合照+握手！超級限量！熱賣中！買票就送獨家聯名商品：「WAKE UP X KKday防水手機套」，有A款：不怕水的大西瓜、B款：不怕水的扶桑花，款式隨機贈送，限量550份！售完不再補！請開搶！,,,,,
【澎湖水上運動】極限寬板滑水體驗 Wakeboarding,Activities & Experiences,https://www.kkday.com/zh-tw/product/19479,澎湖,38.32,提前預訂澎湖極限滑水運動，由專業教練陪伴教學，感受乘風破浪的刺激！藉由船隻動力，你將輕鬆地踏著滑水板在水面上滑行，無論是初學者還是不會游泳的旅客，都能配合教練指導迅速上手，滑水之餘還可欣賞海岸風光或夕陽美景，趕緊來挑戰自我，享受無限快感！,-1,,,,
【台灣台中SPA推薦】E-spa頂級概念旗艦館,Activities & Experiences,https://www.kkday.com/zh-tw/product/22051,台中,60.51,台中E-spa頂級概念旗艦館位於勤美綠園道的熱鬧商圈，利用200坪的空間打造充滿峇里島風格的度假環境，並且提供了多種女性保養課程：護膚、精油按摩、全身護理、體雕、手足保養及光療美甲等體驗，讓你從頭到腳都能享受專業的護理體驗。,,,,,
【登山探訪十七歲少女湖】宜蘭松蘿湖之旅,Activities & Experiences,https://www.kkday.com/zh-tw/product/20479,"台北, 多個城市",187.09,崇山峻嶺之中的松蘿湖，處新北市的烏來區，但大多數人都是從宜蘭大同鄉松蘿村的登山口進入。宜蘭多雨，湖面常有一層薄紗般的雲霧籠罩，讓人無法一窺全貌，如同少女一般嬌羞美麗，故有十七歲少女之湖的別稱。曼妙的少女湖容貌，經過群山的拱照，顯得更出眾。,,,,,
【綠島海底探險】一對一體驗潛水,Activities & Experiences,https://www.kkday.com/zh-tw/product/24436,綠島,80.47,綠島海域能見度及多樣性是世界有名的，豐富的魚類資源，美麗的珊瑚礁，每年都吸引各國愛好潛水的遊客，由教練一對一帶領體驗潛水，進入湛藍美麗的海底世界。,,,,,
【宜蘭包車一日遊】永恆水教堂、豆腐岬、賊仔澳玻璃海灘、東澳海蝕洞、東岳部落（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24102,宜蘭,156.54,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,,,,,
